deck,opposing_deck,date,winrate,games_played
Arceus Inteleon,Arceus Inteleon,2022-05-10,0.46,136
Arceus Inteleon,Arceus,2022-05-10,0.42,24
Arceus Inteleon,Wormadam Box,2022-05-10,0.0,1
Arceus Inteleon,Urshifu Inteleon,2022-05-10,0.47,17
Arceus Inteleon,Duraludon,2022-05-10,0.67,3
Arceus Inteleon,Arceus Duraludon,2022-05-10,0.42,12
Arceus Inteleon,Mew Genesect,2022-05-10,0.53,60
Arceus Inteleon,Arceus Charizard,2022-05-10,0.33,3
Arceus Inteleon,Arceus Raichu,2022-05-10,1.0,1
Arceus Inteleon,Other,2022-05-10,0.69,13
Arceus Inteleon,Whimsicott,2022-05-10,0.47,17
Arceus Inteleon,Durant,2022-05-10,1.0,3
Arceus Inteleon,Decidueye Inteleon,2022-05-10,0.5,4
Arceus Inteleon,Arceus Lycanroc,2022-05-10,0.33,3
Arceus Inteleon,Dragapult Inteleon,2022-05-10,1.0,1
Arceus Inteleon,Calyrex Inteleon,2022-05-10,0.25,28
Arceus Inteleon,Jolteon Inteleon,2022-05-10,0.25,4
Arceus Inteleon,Arceus Ice Rider,2022-05-10,0.0,2
Arceus Inteleon,Altaria,2022-05-10,0.0,1
Arceus Inteleon,Arceus Malamar,2022-05-10,0.6,10
Arceus Inteleon,Rapid Strike Malamar,2022-05-10,0.72,18
Arceus Inteleon,Shadow Rider Whimsicott,2022-05-10,1.0,1
Arceus Inteleon,Arceus Gyarados,2022-05-10,0.5,2
Arceus Inteleon,Dark Inteleon,2022-05-10,0.56,9
Arceus Inteleon,Umbreon Urshifu,2022-05-10,0.5,4
Arceus Inteleon,Inteleon,2022-05-10,0.0,1
Arceus Inteleon,Lucario,2022-05-10,0.5,2
Arceus Inteleon,Sableye,2022-05-10,1.0,1
Arceus Inteleon,Sylveon Arceus,2022-05-10,0.75,4
Arceus Inteleon,Victini,2022-05-10,1.0,1
Arceus Inteleon,Dark Arceus,2022-05-10,0.62,8
Arceus Inteleon,Charizard,2022-05-10,0.5,2
Arceus Inteleon,Suicune Ludicolo,2022-05-10,0.5,2
Arceus Inteleon,Galarian Weezing,2022-05-10,0.0,2
Arceus Inteleon,Gengar,2022-05-10,0.0,1
Arceus Inteleon,Arceus Rayquaza,2022-05-10,0.0,1
Arceus Malamar,Mew Genesect,2022-05-10,0.5,4
Arceus Malamar,Rapid Strike Malamar,2022-05-10,0.67,3
Arceus Malamar,Dark Inteleon,2022-05-10,0.67,3
Arceus Malamar,Urshifu Inteleon,2022-05-10,1.0,2
Arceus Malamar,Arceus Inteleon,2022-05-10,0.4,10
Arceus Malamar,Calyrex Inteleon,2022-05-10,0.67,3
Arceus Malamar,Arceus Duraludon,2022-05-10,1.0,2
Arceus Malamar,Gengar,2022-05-10,1.0,1
Arceus Malamar,Leafeon Inteleon,2022-05-10,1.0,1
Arceus Malamar,Whimsicott,2022-05-10,0.5,2
Arceus Malamar,Dark Arceus,2022-05-10,0.0,1
Arceus Malamar,Arceus,2022-05-10,1.0,1
Calyrex Inteleon,Mew Genesect,2022-05-10,0.38,16
Calyrex Inteleon,Dark Inteleon,2022-05-10,0.33,3
Calyrex Inteleon,Whimsicott,2022-05-10,0.6,10
Calyrex Inteleon,Arceus Inteleon,2022-05-10,0.64,28
Calyrex Inteleon,Arceus Flygon,2022-05-10,0.0,1
Calyrex Inteleon,Rapid Strike Malamar,2022-05-10,0.29,7
Calyrex Inteleon,Dark Arceus,2022-05-10,0.5,2
Calyrex Inteleon,Arceus,2022-05-10,0.56,9
Calyrex Inteleon,Calyrex Inteleon,2022-05-10,0.5,4
Calyrex Inteleon,Other,2022-05-10,0.5,2
Calyrex Inteleon,Arceus Duraludon,2022-05-10,0.71,7
Calyrex Inteleon,Urshifu Inteleon,2022-05-10,0.75,4
Calyrex Inteleon,Arceus Malamar,2022-05-10,0.33,3
Calyrex Inteleon,Arceus Charizard,2022-05-10,0.5,2
Calyrex Inteleon,Decidueye Inteleon,2022-05-10,1.0,1
Calyrex Inteleon,Umbreon Urshifu,2022-05-10,0.33,3
Calyrex Inteleon,Blissey,2022-05-10,0.0,2
Calyrex Inteleon,Suicune Ludicolo,2022-05-10,1.0,1
Calyrex Inteleon,Jolteon Inteleon,2022-05-10,0.5,2
Calyrex Inteleon,Charizard,2022-05-10,0.5,2
Calyrex Inteleon,Sableye,2022-05-10,0.0,1
Calyrex Inteleon,Corviknight,2022-05-10,1.0,1
Calyrex Inteleon,Arceus Rayquaza,2022-05-10,1.0,1
Calyrex Inteleon,Shadow Rider Whimsicott,2022-05-10,1.0,1
Mew Genesect,Dark Inteleon,2022-05-10,0.25,8
Mew Genesect,Whimsicott,2022-05-10,0.55,22
Mew Genesect,Arceus Ice Rider,2022-05-10,0.83,6
Mew Genesect,Arceus Inteleon,2022-05-10,0.37,60
Mew Genesect,Arceus Duraludon,2022-05-10,0.36,11
Mew Genesect,Charizard,2022-05-10,0.33,6
Mew Genesect,Jolteon Inteleon,2022-05-10,0.5,2
Mew Genesect,Decidueye Inteleon,2022-05-10,0.8,5
Mew Genesect,Mew Genesect,2022-05-10,0.45,80
Mew Genesect,Other,2022-05-10,0.2,10
Mew Genesect,Suicune Ludicolo,2022-05-10,0.67,6
Mew Genesect,Sylveon Arceus,2022-05-10,0.0,1
Mew Genesect,Urshifu Inteleon,2022-05-10,0.56,16
Mew Genesect,Lucario,2022-05-10,0.0,1
Mew Genesect,Rapid Strike Malamar,2022-05-10,0.43,14
Mew Genesect,Calyrex Inteleon,2022-05-10,0.38,16
Mew Genesect,Sableye,2022-05-10,1.0,2
Mew Genesect,Victini,2022-05-10,0.5,2
Mew Genesect,Gengar,2022-05-10,0.5,4
Mew Genesect,Arceus,2022-05-10,0.69,13
Mew Genesect,Arceus Malamar,2022-05-10,0.5,4
Mew Genesect,Dark Arceus,2022-05-10,0.6,5
Mew Genesect,Wormadam Box,2022-05-10,0.67,3
Mew Genesect,Umbreon Urshifu,2022-05-10,0.5,2
Mew Genesect,Arceus Flygon,2022-05-10,1.0,1
Mew Genesect,Arceus Rayquaza,2022-05-10,0.0,1
Mew Genesect,Arceus Lycanroc,2022-05-10,0.67,3
Mew Genesect,Tapu Koko,2022-05-10,0.5,2
Mew Genesect,Arceus Charizard,2022-05-10,1.0,2
Mew Genesect,Duraludon,2022-05-10,1.0,1
Mew Genesect,Shadow Rider Whimsicott,2022-05-10,0.0,1
Mew Genesect,Dragapult Inteleon,2022-05-10,0.0,2
Mew Genesect,Blissey,2022-05-10,1.0,1
Mew Genesect,Arceus Gyarados,2022-05-10,0.5,2
Mew Genesect,Galarian Weezing,2022-05-10,1.0,1
Arceus,Arceus Gyarados,2022-05-10,1.0,1
Arceus,Calyrex Inteleon,2022-05-10,0.44,9
Arceus,Whimsicott,2022-05-10,0.0,3
Arceus,Arceus Inteleon,2022-05-10,0.54,24
Arceus,Galarian Weezing,2022-05-10,1.0,2
Arceus,Rapid Strike Malamar,2022-05-10,0.6,5
Arceus,Mew Genesect,2022-05-10,0.31,13
Arceus,Urshifu Inteleon,2022-05-10,0.44,9
Arceus,Arceus Duraludon,2022-05-10,0.67,3
Arceus,Arceus Ice Rider,2022-05-10,1.0,1
Arceus,Arceus Flygon,2022-05-10,1.0,1
Arceus,Tapu Koko,2022-05-10,1.0,1
Arceus,Other,2022-05-10,0.5,6
Arceus,Dark Inteleon,2022-05-10,0.5,2
Arceus,Rayquaza Flaaffy,2022-05-10,1.0,1
Arceus,Dragapult Inteleon,2022-05-10,1.0,1
Arceus,Sylveon Arceus,2022-05-10,0.0,1
Arceus,Arceus,2022-05-10,0.5,8
Arceus,Gengar,2022-05-10,0.0,2
Arceus,Lucario,2022-05-10,0.0,2
Arceus,Arceus Lycanroc,2022-05-10,0.33,3
Arceus,Blissey,2022-05-10,0.0,1
Arceus,Dark Arceus,2022-05-10,0.0,2
Arceus,Corviknight,2022-05-10,0.0,1
Arceus,Arceus Rayquaza,2022-05-10,0.0,2
Arceus,Jolteon Inteleon,2022-05-10,1.0,1
Arceus,Charizard,2022-05-10,1.0,1
Arceus,Sableye,2022-05-10,0.0,1
Arceus,Arceus Malamar,2022-05-10,0.0,1
Rapid Strike Malamar,Calyrex Inteleon,2022-05-10,0.57,7
Rapid Strike Malamar,Arceus Rayquaza,2022-05-10,1.0,1
Rapid Strike Malamar,Urshifu Inteleon,2022-05-10,0.6,5
Rapid Strike Malamar,Mew Genesect,2022-05-10,0.43,14
Rapid Strike Malamar,Whimsicott,2022-05-10,0.75,4
Rapid Strike Malamar,Arceus Lycanroc,2022-05-10,0.0,2
Rapid Strike Malamar,Arceus,2022-05-10,0.4,5
Rapid Strike Malamar,Arceus Malamar,2022-05-10,0.33,3
Rapid Strike Malamar,Arceus Inteleon,2022-05-10,0.17,18
Rapid Strike Malamar,Torkoal,2022-05-10,1.0,1
Rapid Strike Malamar,Decidueye Inteleon,2022-05-10,0.5,2
Rapid Strike Malamar,Duraludon,2022-05-10,0.33,3
Rapid Strike Malamar,Other,2022-05-10,0.25,4
Rapid Strike Malamar,Arceus Gyarados,2022-05-10,0.0,1
Rapid Strike Malamar,Inteleon,2022-05-10,1.0,1
Rapid Strike Malamar,Rapid Strike Malamar,2022-05-10,0.5,4
Rapid Strike Malamar,Lucario,2022-05-10,1.0,1
Rapid Strike Malamar,Dark Inteleon,2022-05-10,0.0,1
Rapid Strike Malamar,Sableye,2022-05-10,0.0,1
Rapid Strike Malamar,Dark Arceus,2022-05-10,1.0,1
Rapid Strike Malamar,Galarian Weezing,2022-05-10,1.0,1
Other,Blissey,2022-05-10,1.0,1
Other,Arceus Ice Rider,2022-05-10,0.33,3
Other,Whimsicott,2022-05-10,0.25,8
Other,Urshifu Inteleon,2022-05-10,0.33,3
Other,Arceus Inteleon,2022-05-10,0.23,13
Other,Mew Genesect,2022-05-10,0.6,10
Other,Corviknight,2022-05-10,0.0,1
Other,Arceus,2022-05-10,0.5,6
Other,Arceus Gyarados,2022-05-10,0.0,1
Other,Victini,2022-05-10,1.0,1
Other,Calyrex Inteleon,2022-05-10,0.5,2
Other,Duraludon,2022-05-10,0.0,2
Other,Charizard,2022-05-10,0.5,2
Other,Rapid Strike Malamar,2022-05-10,0.75,4
Other,Shadow Rider Whimsicott,2022-05-10,0.0,1
Other,Sylveon Arceus,2022-05-10,1.0,1
Other,Arceus Duraludon,2022-05-10,0.0,2
Other,Sableye,2022-05-10,1.0,1
Other,Gengar,2022-05-10,1.0,1
Other,Other,2022-05-10,0.5,4
Other,Tapu Koko,2022-05-10,1.0,1
Other,Arceus Lycanroc,2022-05-10,1.0,1
Other,Dark Inteleon,2022-05-10,0.0,1
Dark Inteleon,Arceus Malamar,2022-05-10,0.33,3
Dark Inteleon,Mew Genesect,2022-05-10,0.62,8
Dark Inteleon,Calyrex Inteleon,2022-05-10,0.67,3
Dark Inteleon,Umbreon Urshifu,2022-05-10,1.0,1
Dark Inteleon,Arceus,2022-05-10,0.5,2
Dark Inteleon,Arceus Inteleon,2022-05-10,0.22,9
Dark Inteleon,Arceus Duraludon,2022-05-10,0.0,2
Dark Inteleon,Urshifu Inteleon,2022-05-10,0.25,4
Dark Inteleon,Arceus Lycanroc,2022-05-10,0.0,2
Dark Inteleon,Dark Arceus,2022-05-10,0.33,3
Dark Inteleon,Dragapult Inteleon,2022-05-10,0.0,1
Dark Inteleon,Arceus Rayquaza,2022-05-10,1.0,1
Dark Inteleon,Jolteon Inteleon,2022-05-10,0.0,1
Dark Inteleon,Whimsicott,2022-05-10,1.0,3
Dark Inteleon,Arceus Charizard,2022-05-10,1.0,1
Dark Inteleon,Rapid Strike Malamar,2022-05-10,1.0,1
Dark Inteleon,Galarian Weezing,2022-05-10,0.0,1
Dark Inteleon,Other,2022-05-10,1.0,1
Arceus Duraludon,Arceus,2022-05-10,0.33,3
Arceus Duraludon,Whimsicott,2022-05-10,0.67,3
Arceus Duraludon,Umbreon Urshifu,2022-05-10,1.0,1
Arceus Duraludon,Charizard,2022-05-10,0.67,3
Arceus Duraludon,Mew Genesect,2022-05-10,0.64,11
Arceus Duraludon,Arceus Lycanroc,2022-05-10,1.0,2
Arceus Duraludon,Arceus Inteleon,2022-05-10,0.42,12
Arceus Duraludon,Suicune Ludicolo,2022-05-10,0.5,2
Arceus Duraludon,Lucario,2022-05-10,0.0,1
Arceus Duraludon,Dark Inteleon,2022-05-10,1.0,2
Arceus Duraludon,Calyrex Inteleon,2022-05-10,0.29,7
Arceus Duraludon,Arceus Malamar,2022-05-10,0.0,2
Arceus Duraludon,Urshifu Inteleon,2022-05-10,0.5,2
Arceus Duraludon,Arceus Ice Rider,2022-05-10,0.5,2
Arceus Duraludon,Other,2022-05-10,1.0,2
Arceus Duraludon,Sylveon Arceus,2022-05-10,1.0,1
Arceus Duraludon,Arceus Charizard,2022-05-10,0.0,2
Arceus Duraludon,Arceus Gyarados,2022-05-10,0.0,1
Galarian Weezing,Arceus,2022-05-10,0.0,2
Galarian Weezing,Suicune Ludicolo,2022-05-10,0.0,1
Galarian Weezing,Rayquaza Flaaffy,2022-05-10,1.0,1
Galarian Weezing,Arceus Inteleon,2022-05-10,1.0,2
Galarian Weezing,Durant,2022-05-10,1.0,1
Galarian Weezing,Urshifu Inteleon,2022-05-10,1.0,1
Galarian Weezing,Arceus Charizard,2022-05-10,1.0,1
Galarian Weezing,Arceus Gyarados,2022-05-10,1.0,1
Galarian Weezing,Dark Inteleon,2022-05-10,1.0,1
Galarian Weezing,Mew Genesect,2022-05-10,0.0,1
Galarian Weezing,Rapid Strike Malamar,2022-05-10,0.0,1
Urshifu Inteleon,Arceus,2022-05-10,0.56,9
Urshifu Inteleon,Umbreon Urshifu,2022-05-10,0.5,2
Urshifu Inteleon,Arceus Inteleon,2022-05-10,0.53,17
Urshifu Inteleon,Arceus Malamar,2022-05-10,0.0,2
Urshifu Inteleon,Urshifu Inteleon,2022-05-10,0.5,12
Urshifu Inteleon,Other,2022-05-10,0.67,3
Urshifu Inteleon,Rapid Strike Malamar,2022-05-10,0.2,5
Urshifu Inteleon,Rayquaza Flaaffy,2022-05-10,1.0,1
Urshifu Inteleon,Mew Genesect,2022-05-10,0.38,16
Urshifu Inteleon,Gengar,2022-05-10,1.0,1
Urshifu Inteleon,Sylveon Arceus,2022-05-10,0.0,1
Urshifu Inteleon,Dark Inteleon,2022-05-10,0.5,4
Urshifu Inteleon,Calyrex Inteleon,2022-05-10,0.25,4
Urshifu Inteleon,Arceus Lycanroc,2022-05-10,0.0,1
Urshifu Inteleon,Arceus Ice Rider,2022-05-10,0.5,2
Urshifu Inteleon,Arceus Duraludon,2022-05-10,0.0,2
Urshifu Inteleon,Suicune Ludicolo,2022-05-10,0.0,1
Urshifu Inteleon,Corviknight,2022-05-10,1.0,1
Urshifu Inteleon,Charizard,2022-05-10,0.0,2
Urshifu Inteleon,Whimsicott,2022-05-10,0.25,4
Urshifu Inteleon,Arceus Charizard,2022-05-10,0.0,1
Urshifu Inteleon,Leafeon Inteleon,2022-05-10,0.0,1
Urshifu Inteleon,Dark Arceus,2022-05-10,0.5,2
Urshifu Inteleon,Wormadam Box,2022-05-10,0.0,1
Urshifu Inteleon,Galarian Weezing,2022-05-10,0.0,1
Charizard,Mew Genesect,2022-05-10,0.5,6
Charizard,Arceus Duraludon,2022-05-10,0.33,3
Charizard,Umbreon Urshifu,2022-05-10,1.0,1
Charizard,Urshifu Inteleon,2022-05-10,1.0,2
Charizard,Other,2022-05-10,0.5,2
Charizard,Calyrex Inteleon,2022-05-10,0.5,2
Charizard,Arceus Inteleon,2022-05-10,0.5,2
Charizard,Arceus Charizard,2022-05-10,0.0,1
Charizard,Arceus,2022-05-10,0.0,1
Charizard,Whimsicott,2022-05-10,1.0,1
Charizard,Arceus Lycanroc,2022-05-10,1.0,1
Whimsicott,Arceus Inteleon,2022-05-10,0.47,17
Whimsicott,Mew Genesect,2022-05-10,0.36,22
Whimsicott,Arceus,2022-05-10,1.0,3
Whimsicott,Whimsicott,2022-05-10,0.44,18
Whimsicott,Dark Arceus,2022-05-10,0.0,1
Whimsicott,Calyrex Inteleon,2022-05-10,0.3,10
Whimsicott,Other,2022-05-10,0.5,8
Whimsicott,Arceus Duraludon,2022-05-10,0.33,3
Whimsicott,Rapid Strike Malamar,2022-05-10,0.25,4
Whimsicott,Arceus Lycanroc,2022-05-10,0.5,2
Whimsicott,Leafeon Inteleon,2022-05-10,0.0,1
Whimsicott,Sylveon Arceus,2022-05-10,1.0,2
Whimsicott,Inteleon,2022-05-10,1.0,1
Whimsicott,Arceus Gyarados,2022-05-10,0.5,2
Whimsicott,Durant,2022-05-10,1.0,1
Whimsicott,Urshifu Inteleon,2022-05-10,0.5,4
Whimsicott,Dark Inteleon,2022-05-10,0.0,3
Whimsicott,Arceus Malamar,2022-05-10,0.5,2
Whimsicott,Victini,2022-05-10,0.0,1
Whimsicott,Suicune Ludicolo,2022-05-10,1.0,1
Whimsicott,Blissey,2022-05-10,1.0,1
Whimsicott,Lucario,2022-05-10,1.0,1
Whimsicott,Charizard,2022-05-10,0.0,1
Whimsicott,Arceus Charizard,2022-05-10,0.5,2
Dark Arceus,Calyrex Inteleon,2022-05-10,0.5,2
Dark Arceus,Stonjourner,2022-05-10,1.0,1
Dark Arceus,Whimsicott,2022-05-10,1.0,1
Dark Arceus,Suicune Ludicolo,2022-05-10,1.0,1
Dark Arceus,Mew Genesect,2022-05-10,0.4,5
Dark Arceus,Duraludon,2022-05-10,1.0,1
Dark Arceus,Dark Inteleon,2022-05-10,0.67,3
Dark Arceus,Arceus,2022-05-10,1.0,2
Dark Arceus,Arceus Inteleon,2022-05-10,0.25,8
Dark Arceus,Urshifu Inteleon,2022-05-10,0.5,2
Dark Arceus,Arceus Malamar,2022-05-10,1.0,1
Dark Arceus,Wormadam Box,2022-05-10,0.0,1
Dark Arceus,Rapid Strike Malamar,2022-05-10,0.0,1
Arceus Charizard,Arceus Inteleon,2022-05-10,0.67,3
Arceus Charizard,Suicune Ludicolo,2022-05-10,1.0,2
Arceus Charizard,Duraludon,2022-05-10,0.0,1
Arceus Charizard,Altaria,2022-05-10,1.0,1
Arceus Charizard,Calyrex Inteleon,2022-05-10,0.5,2
Arceus Charizard,Mew Genesect,2022-05-10,0.0,2
Arceus Charizard,Urshifu Inteleon,2022-05-10,1.0,1
Arceus Charizard,Charizard,2022-05-10,1.0,1
Arceus Charizard,Dark Inteleon,2022-05-10,0.0,1
Arceus Charizard,Arceus Duraludon,2022-05-10,1.0,2
Arceus Charizard,Galarian Weezing,2022-05-10,0.0,1
Arceus Charizard,Whimsicott,2022-05-10,0.0,2
Arceus Gyarados,Entei,2022-05-10,1.0,1
Arceus Gyarados,Arceus,2022-05-10,0.0,1
Arceus Gyarados,Arceus Inteleon,2022-05-10,0.5,2
Arceus Gyarados,Other,2022-05-10,1.0,1
Arceus Gyarados,Rapid Strike Malamar,2022-05-10,1.0,1
Arceus Gyarados,Whimsicott,2022-05-10,0.5,2
Arceus Gyarados,Mew Genesect,2022-05-10,0.5,2
Arceus Gyarados,Arceus Duraludon,2022-05-10,1.0,1
Arceus Gyarados,Galarian Weezing,2022-05-10,0.0,1
Duraludon,Arceus Inteleon,2022-05-10,0.33,3
Duraludon,Dark Arceus,2022-05-10,0.0,1
Duraludon,Arceus Charizard,2022-05-10,1.0,1
Duraludon,Other,2022-05-10,1.0,2
Duraludon,Rapid Strike Malamar,2022-05-10,0.67,3
Duraludon,Mew Genesect,2022-05-10,0.0,1
Duraludon,Decidueye Inteleon,2022-05-10,1.0,1
Duraludon,Wormadam Box,2022-05-10,1.0,1
Duraludon,Arceus Lycanroc,2022-05-10,1.0,1
Arceus Lycanroc,Arceus Duraludon,2022-05-10,0.0,2
Arceus Lycanroc,Arceus Inteleon,2022-05-10,0.67,3
Arceus Lycanroc,Rapid Strike Malamar,2022-05-10,1.0,2
Arceus Lycanroc,Urshifu Inteleon,2022-05-10,1.0,1
Arceus Lycanroc,Jolteon Inteleon,2022-05-10,1.0,1
Arceus Lycanroc,Whimsicott,2022-05-10,0.5,2
Arceus Lycanroc,Dark Inteleon,2022-05-10,1.0,2
Arceus Lycanroc,Arceus,2022-05-10,0.67,3
Arceus Lycanroc,Mew Genesect,2022-05-10,0.33,3
Arceus Lycanroc,Arceus Lycanroc,2022-05-10,0.5,4
Arceus Lycanroc,Other,2022-05-10,0.0,1
Arceus Lycanroc,Charizard,2022-05-10,0.0,1
Arceus Lycanroc,Duraludon,2022-05-10,0.0,1
Sylveon Arceus,Torkoal,2022-05-10,1.0,1
Sylveon Arceus,Mew Genesect,2022-05-10,1.0,1
Sylveon Arceus,Whimsicott,2022-05-10,0.0,2
Sylveon Arceus,Urshifu Inteleon,2022-05-10,1.0,1
Sylveon Arceus,Arceus,2022-05-10,1.0,1
Sylveon Arceus,Arceus Inteleon,2022-05-10,0.25,4
Sylveon Arceus,Other,2022-05-10,0.0,1
Sylveon Arceus,Arceus Duraludon,2022-05-10,0.0,1
Sylveon Arceus,Jolteon Inteleon,2022-05-10,1.0,1
Lucario,Mew Genesect,2022-05-10,1.0,1
Lucario,Arceus Duraludon,2022-05-10,1.0,1
Lucario,Arceus Inteleon,2022-05-10,0.5,2
Lucario,Arceus,2022-05-10,1.0,2
Lucario,Rapid Strike Malamar,2022-05-10,0.0,1
Lucario,Whimsicott,2022-05-10,0.0,1
Wormadam Box,Arceus Inteleon,2022-05-10,1.0,1
Wormadam Box,Mew Genesect,2022-05-10,0.33,3
Wormadam Box,Decidueye Inteleon,2022-05-10,1.0,1
Wormadam Box,Urshifu Inteleon,2022-05-10,1.0,1
Wormadam Box,Shadow Rider Whimsicott,2022-05-10,0.0,1
Wormadam Box,Dark Arceus,2022-05-10,1.0,1
Wormadam Box,Duraludon,2022-05-10,0.0,1
Arceus Ice Rider,Arceus Inteleon,2022-05-10,1.0,2
Arceus Ice Rider,Other,2022-05-10,0.67,3
Arceus Ice Rider,Mew Genesect,2022-05-10,0.17,6
Arceus Ice Rider,Corviknight,2022-05-10,1.0,1
Arceus Ice Rider,Arceus,2022-05-10,0.0,1
Arceus Ice Rider,Urshifu Inteleon,2022-05-10,0.5,2
Arceus Ice Rider,Arceus Duraludon,2022-05-10,0.5,2
Arceus Ice Rider,Jolteon Inteleon,2022-05-10,0.0,1
Suicune Ludicolo,Arceus Charizard,2022-05-10,0.0,2
Suicune Ludicolo,Arceus Duraludon,2022-05-10,0.0,2
Suicune Ludicolo,Leafeon Inteleon,2022-05-10,1.0,1
Suicune Ludicolo,Mew Genesect,2022-05-10,0.33,6
Suicune Ludicolo,Dark Arceus,2022-05-10,0.0,1
Suicune Ludicolo,Galarian Weezing,2022-05-10,1.0,1
Suicune Ludicolo,Urshifu Inteleon,2022-05-10,1.0,1
Suicune Ludicolo,Shadow Rider Whimsicott,2022-05-10,1.0,1
Suicune Ludicolo,Calyrex Inteleon,2022-05-10,0.0,1
Suicune Ludicolo,Arceus Inteleon,2022-05-10,0.5,2
Suicune Ludicolo,Whimsicott,2022-05-10,0.0,1
Jolteon Inteleon,Arceus Inteleon,2022-05-10,0.75,4
Jolteon Inteleon,Mew Genesect,2022-05-10,0.5,2
Jolteon Inteleon,Arceus Lycanroc,2022-05-10,0.0,1
Jolteon Inteleon,Dark Inteleon,2022-05-10,1.0,1
Jolteon Inteleon,Calyrex Inteleon,2022-05-10,0.5,2
Jolteon Inteleon,Arceus Ice Rider,2022-05-10,1.0,1
Jolteon Inteleon,Arceus,2022-05-10,0.0,1
Jolteon Inteleon,Sylveon Arceus,2022-05-10,0.0,1
Shadow Rider Whimsicott,Inteleon,2022-05-10,1.0,1
Shadow Rider Whimsicott,Arceus Inteleon,2022-05-10,0.0,1
Shadow Rider Whimsicott,Suicune Ludicolo,2022-05-10,0.0,1
Shadow Rider Whimsicott,Other,2022-05-10,1.0,1
Shadow Rider Whimsicott,Mew Genesect,2022-05-10,1.0,1
Shadow Rider Whimsicott,Wormadam Box,2022-05-10,1.0,1
Shadow Rider Whimsicott,Calyrex Inteleon,2022-05-10,0.0,1
Blissey,Other,2022-05-10,0.0,1
Blissey,Arceus Rayquaza,2022-05-10,1.0,1
Blissey,Calyrex Inteleon,2022-05-10,1.0,2
Blissey,Arceus,2022-05-10,1.0,1
Blissey,Mew Genesect,2022-05-10,0.0,1
Blissey,Whimsicott,2022-05-10,0.0,1
Sableye,Mew Genesect,2022-05-10,0.0,2
Sableye,Durant,2022-05-10,1.0,1
Sableye,Arceus Inteleon,2022-05-10,0.0,1
Sableye,Calyrex Inteleon,2022-05-10,0.0,1
Sableye,Other,2022-05-10,0.0,1
Sableye,Rapid Strike Malamar,2022-05-10,1.0,1
Sableye,Umbreon Urshifu,2022-05-10,1.0,1
Sableye,Arceus,2022-05-10,1.0,1
Gengar,Mew Genesect,2022-05-10,0.5,4
Gengar,Urshifu Inteleon,2022-05-10,0.0,1
Gengar,Arceus,2022-05-10,1.0,2
Gengar,Arceus Malamar,2022-05-10,0.0,1
Gengar,Arceus Inteleon,2022-05-10,1.0,1
Gengar,Other,2022-05-10,0.0,1
Durant,Arceus Inteleon,2022-05-10,0.0,3
Durant,Tapu Koko,2022-05-10,1.0,1
Durant,Sableye,2022-05-10,0.0,1
Durant,Leafeon Inteleon,2022-05-10,1.0,1
Durant,Whimsicott,2022-05-10,0.0,1
Durant,Galarian Weezing,2022-05-10,0.0,1
Durant,Umbreon Urshifu,2022-05-10,0.0,1
Umbreon Urshifu,Dark Inteleon,2022-05-10,0.0,1
Umbreon Urshifu,Urshifu Inteleon,2022-05-10,0.0,2
Umbreon Urshifu,Arceus Duraludon,2022-05-10,0.0,1
Umbreon Urshifu,Mew Genesect,2022-05-10,0.5,2
Umbreon Urshifu,Arceus Inteleon,2022-05-10,0.0,4
Umbreon Urshifu,Charizard,2022-05-10,0.0,1
Umbreon Urshifu,Tapu Koko,2022-05-10,0.0,1
Umbreon Urshifu,Calyrex Inteleon,2022-05-10,0.33,3
Umbreon Urshifu,Durant,2022-05-10,0.0,1
Umbreon Urshifu,Sableye,2022-05-10,0.0,1
Decidueye Inteleon,Arceus Inteleon,2022-05-10,0.5,4
Decidueye Inteleon,Mew Genesect,2022-05-10,0.2,5
Decidueye Inteleon,Rapid Strike Malamar,2022-05-10,0.5,2
Decidueye Inteleon,Wormadam Box,2022-05-10,0.0,1
Decidueye Inteleon,Calyrex Inteleon,2022-05-10,0.0,1
Decidueye Inteleon,Duraludon,2022-05-10,0.0,1
Corviknight,Other,2022-05-10,1.0,1
Corviknight,Arceus Ice Rider,2022-05-10,0.0,1
Corviknight,Urshifu Inteleon,2022-05-10,0.0,1
Corviknight,Arceus,2022-05-10,1.0,1
Corviknight,Calyrex Inteleon,2022-05-10,0.0,1
Leafeon Inteleon,Suicune Ludicolo,2022-05-10,0.0,1
Leafeon Inteleon,Whimsicott,2022-05-10,1.0,1
Leafeon Inteleon,Durant,2022-05-10,0.0,1
Leafeon Inteleon,Urshifu Inteleon,2022-05-10,1.0,1
Leafeon Inteleon,Arceus Malamar,2022-05-10,0.0,1
Arceus Rayquaza,Rapid Strike Malamar,2022-05-10,0.0,1
Arceus Rayquaza,Blissey,2022-05-10,0.0,1
Arceus Rayquaza,Mew Genesect,2022-05-10,1.0,1
Arceus Rayquaza,Dark Inteleon,2022-05-10,0.0,1
Arceus Rayquaza,Arceus,2022-05-10,0.0,2
Arceus Rayquaza,Calyrex Inteleon,2022-05-10,0.0,1
Arceus Rayquaza,Arceus Inteleon,2022-05-10,0.0,1
Arceus Flygon,Calyrex Inteleon,2022-05-10,1.0,1
Arceus Flygon,Arceus,2022-05-10,0.0,1
Arceus Flygon,Mew Genesect,2022-05-10,0.0,1
Inteleon,Shadow Rider Whimsicott,2022-05-10,0.0,1
